date,location,vectorid,price,product,unit_quantity,unit,category
2018-01-01,Canada,v735168,4.59,Canned salmon,213.0,grams,Protein
2018-01-01,Canada,v735169,2.49,Homogenized milk,1.0,litre,Beverages
2018-01-01,Canada,v735170,2.33,Partly skimmed milk,1.0,litre,Beverages
2018-01-01,Canada,v123342195,5.6,Homogenized milk,4.0,litres,Beverages
2018-01-01,Canada,v123342196,5.07,Partly skimmed milk,4.0,litres,Beverages
2018-01-01,Canada,v735171,4.86,Butter,454.0,grams,Dairy
2018-01-01,Canada,v735172,2.63,Processed cheese slices,250.0,grams,Dairy
2018-01-01,Canada,v735173,1.89,Evaporated milk,385.0,millilitres,Beverages
2018-01-01,Canada,v735174,3.19,Eggs,1.0,dozen,Protein
2018-01-01,Canada,v735175,2.82,Bread,675.0,grams,Grains
2018-01-01,Canada,v735177,3.19,Soda crackers,450.0,grams,Grains
2018-01-01,Canada,v735178,1.44,Macaroni,500.0,grams,Grains
2018-01-01,Canada,v735179,4.86,Flour,2.5,kilograms,Grains
2018-01-01,Canada,v735180,4.67,Corn flakes,675.0,grams,Grains
2018-01-01,Canada,v735181,4.05,Apples,1.0,kilogram,Veg_Fruits
2018-01-01,Canada,v735182,1.56,Bananas,1.0,kilogram,Veg_Fruits
2018-01-01,Canada,v735183,3.95,Grapefruits,1.0,kilogram,Veg_Fruits
2018-01-01,Canada,v735184,3.72,Oranges,1.0,kilogram,Veg_Fruits
2018-01-01,Canada,v735185,2.07,Apple juice,1.36,litres,Beverages
2018-01-01,Canada,v735186,4.02,Orange juice,1.0,litre,Beverages
2018-01-01,Canada,v735189,1.89,Carrots,1.0,kilogram,Veg_Fruits
2018-01-01,Canada,v735190,2.95,Celery,1.0,kilogram,Veg_Fruits
2018-01-01,Canada,v735191,8.41,Mushrooms,1.0,kilogram,Veg_Fruits
2018-01-01,Canada,v735192,1.92,Onions,1.0,kilogram,Veg_Fruits
2018-01-01,Canada,v735193,6.99,Potatoes,4.54,kilograms,Veg_Fruits
2018-01-01,Canada,v735194,2.62,"French fried potatoes, frozen",1.0,kilogram,Frozen
2018-01-01,Canada,v735195,1.27,"Baked beans, canned",398.0,millilitres,Plant_based
2018-01-01,Canada,v735196,1.52,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2018-01-01,Canada,v735197,2.42,Tomato juice,1.36,litres,Beverages
2018-01-01,Canada,v735199,3.37,Ketchup,1.0,litre,Other_foods
2018-01-01,Canada,v735200,2.7,"Sugar, white",2.0,kilograms,Other_foods
2018-01-01,Canada,v735201,6.52,"Coffee, roasted",300.0,grams,Beverages
2018-01-01,Canada,v735202,6.93,"Coffee, instant",200.0,grams,Beverages
2018-01-01,Canada,v735203,4.62,Tea ,72.0,bags,Beverages
2018-01-01,Canada,v735204,3.99,Cooking or salad oil,1.0,litre,Oils
2018-01-01,Canada,v735205,1.15,"Soup, canned",284.0,millilitres,Other_foods
2018-01-01,Canada,v735207,3.21,Peanut butter,500.0,grams,Other_foods
2018-01-01,Canada,v735208,2.05,Fruit flavoured crystals,2.25,litres,Beverages
2018-01-01,Canada,v735210,2.06,"Soft drinks, cola type",2.0,litres,Beverages
2018-01-01,Canada,v735211,1.96,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2018-02-01,Canada,v735165,18.07,Round steak,1.0,kilogram,Protein
2018-02-01,Canada,v735176,22.47,Sirloin steak,1.0,kilogram,Protein
2018-02-01,Canada,v735187,31.08,Prime rib roast,1.0,kilogram,Protein
2018-02-01,Canada,v735198,16.29,Blade roast,1.0,kilogram,Protein
2018-02-01,Canada,v735209,15.74,Stewing beef,1.0,kilogram,Protein
2018-02-01,Canada,v735220,12.11,Ground beef,1.0,kilogram,Protein
2018-02-01,Canada,v735221,12.13,Pork chops,1.0,kilogram,Protein
2018-02-01,Canada,v735223,7.49,Chicken,1.0,kilogram,Protein
2018-02-01,Canada,v735166,6.74,Bacon,500.0,grams,Protein
2018-02-01,Canada,v735167,4.48,Wieners,450.0,grams,Protein
2018-02-01,Canada,v735168,4.57,Canned salmon,213.0,grams,Protein
2018-02-01,Canada,v735169,2.51,Homogenized milk,1.0,litre,Beverages
2018-02-01,Canada,v735170,2.34,Partly skimmed milk,1.0,litre,Beverages
2018-02-01,Canada,v123342195,5.61,Homogenized milk,4.0,litres,Beverages
2018-02-01,Canada,v123342196,5.1,Partly skimmed milk,4.0,litres,Beverages
2018-02-01,Canada,v735171,4.86,Butter,454.0,grams,Dairy
2018-02-01,Canada,v735172,2.71,Processed cheese slices,250.0,grams,Dairy
2018-02-01,Canada,v735173,1.93,Evaporated milk,385.0,millilitres,Beverages
2018-02-01,Canada,v735174,3.23,Eggs,1.0,dozen,Protein
2018-02-01,Canada,v735175,2.75,Bread,675.0,grams,Grains
2018-02-01,Canada,v735177,3.19,Soda crackers,450.0,grams,Grains
2018-02-01,Canada,v735178,1.45,Macaroni,500.0,grams,Grains
2018-02-01,Canada,v735179,4.78,Flour,2.5,kilograms,Grains
2018-02-01,Canada,v735180,4.97,Corn flakes,675.0,grams,Grains
2018-02-01,Canada,v735181,4.08,Apples,1.0,kilogram,Veg_Fruits
2018-02-01,Canada,v735182,1.57,Bananas,1.0,kilogram,Veg_Fruits
2018-02-01,Canada,v735183,4.04,Grapefruits,1.0,kilogram,Veg_Fruits
2018-02-01,Canada,v735184,3.71,Oranges,1.0,kilogram,Veg_Fruits
2018-02-01,Canada,v735185,2.08,Apple juice,1.36,litres,Beverages
2018-02-01,Canada,v735186,3.92,Orange juice,1.0,litre,Beverages
2018-02-01,Canada,v735189,2.01,Carrots,1.0,kilogram,Veg_Fruits
2018-02-01,Canada,v735190,2.79,Celery,1.0,kilogram,Veg_Fruits
2018-02-01,Canada,v735191,8.47,Mushrooms,1.0,kilogram,Veg_Fruits
2018-02-01,Canada,v735192,1.92,Onions,1.0,kilogram,Veg_Fruits
2018-02-01,Canada,v735193,7.19,Potatoes,4.54,kilograms,Veg_Fruits
2018-02-01,Canada,v735194,2.57,"French fried potatoes, frozen",1.0,kilogram,Frozen
2018-02-01,Canada,v735195,1.31,"Baked beans, canned",398.0,millilitres,Plant_based
2018-02-01,Canada,v735196,1.55,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2018-02-01,Canada,v735197,2.52,Tomato juice,1.36,litres,Beverages
2018-02-01,Canada,v735199,3.36,Ketchup,1.0,litre,Other_foods
2018-02-01,Canada,v735200,2.69,"Sugar, white",2.0,kilograms,Other_foods
2018-02-01,Canada,v735201,6.52,"Coffee, roasted",300.0,grams,Beverages
2018-02-01,Canada,v735202,7.43,"Coffee, instant",200.0,grams,Beverages
2018-02-01,Canada,v735203,4.72,Tea ,72.0,bags,Beverages
2018-02-01,Canada,v735204,3.91,Cooking or salad oil,1.0,litre,Oils
2018-02-01,Canada,v735205,1.13,"Soup, canned",284.0,millilitres,Other_foods
2018-02-01,Canada,v735207,3.27,Peanut butter,500.0,grams,Other_foods
2018-02-01,Canada,v735208,2.06,Fruit flavoured crystals,2.25,litres,Beverages
2018-02-01,Canada,v735210,1.99,"Soft drinks, cola type",2.0,litres,Beverages
2018-02-01,Canada,v735211,1.89,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2018-03-01,Canada,v735165,17.89,Round steak,1.0,kilogram,Protein
2018-03-01,Canada,v735176,22.32,Sirloin steak,1.0,kilogram,Protein
2018-03-01,Canada,v735187,31.59,Prime rib roast,1.0,kilogram,Protein
2018-03-01,Canada,v735198,16.04,Blade roast,1.0,kilogram,Protein
2018-03-01,Canada,v735209,15.48,Stewing beef,1.0,kilogram,Protein
2018-03-01,Canada,v735220,12.1,Ground beef,1.0,kilogram,Protein
2018-03-01,Canada,v735221,11.91,Pork chops,1.0,kilogram,Protein
2018-03-01,Canada,v735223,7.35,Chicken,1.0,kilogram,Protein
2018-03-01,Canada,v735166,6.65,Bacon,500.0,grams,Protein
2018-03-01,Canada,v735167,4.52,Wieners,450.0,grams,Protein
2018-03-01,Canada,v735168,4.57,Canned salmon,213.0,grams,Protein
2018-03-01,Canada,v735169,2.5,Homogenized milk,1.0,litre,Beverages
2018-03-01,Canada,v735170,2.35,Partly skimmed milk,1.0,litre,Beverages
2018-03-01,Canada,v123342195,5.61,Homogenized milk,4.0,litres,Beverages
2018-03-01,Canada,v123342196,5.1,Partly skimmed milk,4.0,litres,Beverages
2018-03-01,Canada,v735171,4.79,Butter,454.0,grams,Dairy
2018-03-01,Canada,v735172,2.65,Processed cheese slices,250.0,grams,Dairy
2018-03-01,Canada,v735173,1.83,Evaporated milk,385.0,millilitres,Beverages
2018-03-01,Canada,v735174,3.23,Eggs,1.0,dozen,Protein
2018-03-01,Canada,v735175,2.72,Bread,675.0,grams,Grains
2018-03-01,Canada,v735177,3.08,Soda crackers,450.0,grams,Grains
2018-03-01,Canada,v735178,1.49,Macaroni,500.0,grams,Grains
2018-03-01,Canada,v735179,4.76,Flour,2.5,kilograms,Grains
2018-03-01,Canada,v735180,5.11,Corn flakes,675.0,grams,Grains
2018-03-01,Canada,v735181,4.19,Apples,1.0,kilogram,Veg_Fruits
2018-03-01,Canada,v735182,1.58,Bananas,1.0,kilogram,Veg_Fruits
2018-03-01,Canada,v735183,4.11,Grapefruits,1.0,kilogram,Veg_Fruits
2018-03-01,Canada,v735184,3.54,Oranges,1.0,kilogram,Veg_Fruits
2018-03-01,Canada,v735185,2.04,Apple juice,1.36,litres,Beverages
2018-03-01,Canada,v735186,3.99,Orange juice,1.0,litre,Beverages
2018-03-01,Canada,v735189,2.13,Carrots,1.0,kilogram,Veg_Fruits
2018-03-01,Canada,v735190,2.92,Celery,1.0,kilogram,Veg_Fruits
2018-03-01,Canada,v735191,8.64,Mushrooms,1.0,kilogram,Veg_Fruits
2018-03-01,Canada,v735192,1.91,Onions,1.0,kilogram,Veg_Fruits
2018-03-01,Canada,v735193,7.17,Potatoes,4.54,kilograms,Veg_Fruits
2018-03-01,Canada,v735194,2.56,"French fried potatoes, frozen",1.0,kilogram,Frozen
2018-03-01,Canada,v735195,1.27,"Baked beans, canned",398.0,millilitres,Plant_based
2018-03-01,Canada,v735196,1.5,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2018-03-01,Canada,v735197,2.47,Tomato juice,1.36,litres,Beverages
2018-03-01,Canada,v735199,3.41,Ketchup,1.0,litre,Other_foods
2018-03-01,Canada,v735200,2.58,"Sugar, white",2.0,kilograms,Other_foods
2018-03-01,Canada,v735201,6.4,"Coffee, roasted",300.0,grams,Beverages
2018-03-01,Canada,v735202,7.52,"Coffee, instant",200.0,grams,Beverages
2018-03-01,Canada,v735203,4.61,Tea ,72.0,bags,Beverages
2018-03-01,Canada,v735204,3.97,Cooking or salad oil,1.0,litre,Oils
2018-03-01,Canada,v735205,1.1,"Soup, canned",284.0,millilitres,Other_foods
2018-03-01,Canada,v735207,3.23,Peanut butter,500.0,grams,Other_foods
2018-03-01,Canada,v735208,2.07,Fruit flavoured crystals,2.25,litres,Beverages
2018-03-01,Canada,v735210,1.98,"Soft drinks, cola type",2.0,litres,Beverages
2018-03-01,Canada,v735211,1.88,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2018-04-01,Canada,v735165,18.5,Round steak,1.0,kilogram,Protein
2018-04-01,Canada,v735176,22.54,Sirloin steak,1.0,kilogram,Protein
2018-04-01,Canada,v735187,32.02,Prime rib roast,1.0,kilogram,Protein
2018-04-01,Canada,v735198,16.51,Blade roast,1.0,kilogram,Protein
2018-04-01,Canada,v735209,16.05,Stewing beef,1.0,kilogram,Protein
2018-04-01,Canada,v735220,12.53,Ground beef,1.0,kilogram,Protein
2018-04-01,Canada,v735221,12.3,Pork chops,1.0,kilogram,Protein
2018-04-01,Canada,v735223,7.5,Chicken,1.0,kilogram,Protein
2018-04-01,Canada,v735166,6.79,Bacon,500.0,grams,Protein
2018-04-01,Canada,v735167,4.43,Wieners,450.0,grams,Protein
2018-04-01,Canada,v735168,4.67,Canned salmon,213.0,grams,Protein
2018-04-01,Canada,v735169,2.47,Homogenized milk,1.0,litre,Beverages
2018-04-01,Canada,v735170,2.33,Partly skimmed milk,1.0,litre,Beverages
2018-04-01,Canada,v123342195,5.61,Homogenized milk,4.0,litres,Beverages
2018-04-01,Canada,v123342196,5.11,Partly skimmed milk,4.0,litres,Beverages
2018-04-01,Canada,v735171,4.85,Butter,454.0,grams,Dairy
2018-04-01,Canada,v735172,2.66,Processed cheese slices,250.0,grams,Dairy
2018-04-01,Canada,v735173,1.91,Evaporated milk,385.0,millilitres,Beverages
2018-04-01,Canada,v735174,3.23,Eggs,1.0,dozen,Protein
2018-04-01,Canada,v735175,2.73,Bread,675.0,grams,Grains
2018-04-01,Canada,v735177,3.09,Soda crackers,450.0,grams,Grains
2018-04-01,Canada,v735178,1.46,Macaroni,500.0,grams,Grains
2018-04-01,Canada,v735179,4.9,Flour,2.5,kilograms,Grains
2018-04-01,Canada,v735180,5.28,Corn flakes,675.0,grams,Grains
2018-04-01,Canada,v735181,4.03,Apples,1.0,kilogram,Veg_Fruits
2018-04-01,Canada,v735182,1.58,Bananas,1.0,kilogram,Veg_Fruits
2018-04-01,Canada,v735183,4.28,Grapefruits,1.0,kilogram,Veg_Fruits
2018-04-01,Canada,v735184,3.48,Oranges,1.0,kilogram,Veg_Fruits
2018-04-01,Canada,v735185,2.1,Apple juice,1.36,litres,Beverages
2018-04-01,Canada,v735186,4.02,Orange juice,1.0,litre,Beverages
2018-04-01,Canada,v735189,2.27,Carrots,1.0,kilogram,Veg_Fruits
2018-04-01,Canada,v735190,3.0,Celery,1.0,kilogram,Veg_Fruits
2018-04-01,Canada,v735191,8.74,Mushrooms,1.0,kilogram,Veg_Fruits
2018-04-01,Canada,v735192,1.94,Onions,1.0,kilogram,Veg_Fruits
2018-04-01,Canada,v735193,7.15,Potatoes,4.54,kilograms,Veg_Fruits
2018-04-01,Canada,v735194,2.56,"French fried potatoes, frozen",1.0,kilogram,Frozen
2018-04-01,Canada,v735195,1.32,"Baked beans, canned",398.0,millilitres,Plant_based
2018-04-01,Canada,v735196,1.53,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2018-04-01,Canada,v735197,2.48,Tomato juice,1.36,litres,Beverages
2018-04-01,Canada,v735199,3.37,Ketchup,1.0,litre,Other_foods
2018-04-01,Canada,v735200,2.71,"Sugar, white",2.0,kilograms,Other_foods
2018-04-01,Canada,v735201,6.41,"Coffee, roasted",300.0,grams,Beverages
2018-04-01,Canada,v735202,7.71,"Coffee, instant",200.0,grams,Beverages
2018-04-01,Canada,v735203,4.63,Tea ,72.0,bags,Beverages
2018-04-01,Canada,v735204,3.93,Cooking or salad oil,1.0,litre,Oils
2018-04-01,Canada,v735205,1.1,"Soup, canned",284.0,millilitres,Other_foods
2018-04-01,Canada,v735207,3.31,Peanut butter,500.0,grams,Other_foods
2018-04-01,Canada,v735208,2.08,Fruit flavoured crystals,2.25,litres,Beverages
2018-04-01,Canada,v735210,2.04,"Soft drinks, cola type",2.0,litres,Beverages
2018-04-01,Canada,v735211,1.87,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2018-05-01,Canada,v735165,17.5,Round steak,1.0,kilogram,Protein
2018-05-01,Canada,v735176,22.53,Sirloin steak,1.0,kilogram,Protein
2018-05-01,Canada,v735187,30.13,Prime rib roast,1.0,kilogram,Protein
2018-05-01,Canada,v735198,16.1,Blade roast,1.0,kilogram,Protein
2018-05-01,Canada,v735209,15.58,Stewing beef,1.0,kilogram,Protein
2018-05-01,Canada,v735220,12.05,Ground beef,1.0,kilogram,Protein
2018-05-01,Canada,v735221,11.87,Pork chops,1.0,kilogram,Protein
2018-05-01,Canada,v735223,7.08,Chicken,1.0,kilogram,Protein
2018-05-01,Canada,v735166,6.84,Bacon,500.0,grams,Protein
2018-05-01,Canada,v735167,4.23,Wieners,450.0,grams,Protein
2018-05-01,Canada,v735168,4.51,Canned salmon,213.0,grams,Protein
2018-05-01,Canada,v123342195,5.69,Homogenized milk,4.0,litres,Beverages
2018-05-01,Canada,v123342196,5.17,Partly skimmed milk,4.0,litres,Beverages
2018-05-01,Canada,v735171,4.66,Butter,454.0,grams,Dairy
2018-05-01,Canada,v735172,2.63,Processed cheese slices,250.0,grams,Dairy
2018-05-01,Canada,v735173,1.97,Evaporated milk,385.0,millilitres,Beverages
2018-05-01,Canada,v735174,3.02,Eggs,1.0,dozen,Protein
2018-05-01,Canada,v735175,2.79,Bread,675.0,grams,Grains
2018-05-01,Canada,v735177,3.2,Soda crackers,450.0,grams,Grains
2018-05-01,Canada,v735178,1.37,Macaroni,500.0,grams,Grains
2018-05-01,Canada,v735179,4.75,Flour,2.5,kilograms,Grains
2018-05-01,Canada,v735180,5.26,Corn flakes,675.0,grams,Grains
2018-05-01,Canada,v735181,4.27,Apples,1.0,kilogram,Veg_Fruits
2018-05-01,Canada,v735182,1.61,Bananas,1.0,kilogram,Veg_Fruits
2018-05-01,Canada,v735184,3.45,Oranges,1.0,kilogram,Veg_Fruits
2018-05-01,Canada,v735185,1.98,Apple juice,1.36,litres,Beverages
2018-05-01,Canada,v735186,4.09,Orange juice,1.0,litre,Beverages
2018-05-01,Canada,v735189,2.38,Carrots,1.0,kilogram,Veg_Fruits
2018-05-01,Canada,v735191,8.53,Mushrooms,1.0,kilogram,Veg_Fruits
2018-05-01,Canada,v735192,1.81,Onions,1.0,kilogram,Veg_Fruits
2018-05-01,Canada,v735193,7.72,Potatoes,4.54,kilograms,Veg_Fruits
2018-05-01,Canada,v735194,2.67,"French fried potatoes, frozen",1.0,kilogram,Frozen
2018-05-01,Canada,v735195,1.23,"Baked beans, canned",398.0,millilitres,Plant_based
2018-05-01,Canada,v735196,1.45,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2018-05-01,Canada,v735197,2.52,Tomato juice,1.36,litres,Beverages
2018-05-01,Canada,v735199,3.49,Ketchup,1.0,litre,Other_foods
2018-05-01,Canada,v735200,2.71,"Sugar, white",2.0,kilograms,Other_foods
2018-05-01,Canada,v735201,5.49,"Coffee, roasted",300.0,grams,Beverages
2018-05-01,Canada,v735202,6.96,"Coffee, instant",200.0,grams,Beverages
2018-05-01,Canada,v735203,4.25,Tea ,72.0,bags,Beverages
2018-05-01,Canada,v735204,3.53,Cooking or salad oil,1.0,litre,Oils
2018-05-01,Canada,v735205,1.18,"Soup, canned",284.0,millilitres,Other_foods
2018-05-01,Canada,v735207,3.08,Peanut butter,500.0,grams,Other_foods
2018-05-01,Canada,v735210,2.08,"Soft drinks, cola type",2.0,litres,Beverages
2018-05-01,Canada,v735211,1.95,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2018-06-01,Canada,v735165,17.51,Round steak,1.0,kilogram,Protein
2018-06-01,Canada,v735176,22.81,Sirloin steak,1.0,kilogram,Protein
2018-06-01,Canada,v735187,30.23,Prime rib roast,1.0,kilogram,Protein
2018-06-01,Canada,v735198,16.05,Blade roast,1.0,kilogram,Protein
2018-06-01,Canada,v735209,15.79,Stewing beef,1.0,kilogram,Protein
2018-06-01,Canada,v735220,12.15,Ground beef,1.0,kilogram,Protein
2018-06-01,Canada,v735221,12.12,Pork chops,1.0,kilogram,Protein
2018-06-01,Canada,v735223,7.07,Chicken,1.0,kilogram,Protein
2018-06-01,Canada,v735166,6.57,Bacon,500.0,grams,Protein
2018-06-01,Canada,v735167,4.31,Wieners,450.0,grams,Protein
2018-06-01,Canada,v735168,4.58,Canned salmon,213.0,grams,Protein
2018-06-01,Canada,v123342195,5.63,Homogenized milk,4.0,litres,Beverages
2018-06-01,Canada,v123342196,5.09,Partly skimmed milk,4.0,litres,Beverages
2018-06-01,Canada,v735171,4.62,Butter,454.0,grams,Dairy
2018-06-01,Canada,v735172,2.53,Processed cheese slices,250.0,grams,Dairy
2018-06-01,Canada,v735173,1.94,Evaporated milk,385.0,millilitres,Beverages
2018-06-01,Canada,v735174,3.07,Eggs,1.0,dozen,Protein
2018-06-01,Canada,v735175,2.76,Bread,675.0,grams,Grains
2018-06-01,Canada,v735177,3.38,Soda crackers,450.0,grams,Grains
2018-06-01,Canada,v735178,1.43,Macaroni,500.0,grams,Grains
2018-06-01,Canada,v735179,4.59,Flour,2.5,kilograms,Grains
2018-06-01,Canada,v735180,5.4,Corn flakes,675.0,grams,Grains
2018-06-01,Canada,v735181,4.53,Apples,1.0,kilogram,Veg_Fruits
2018-06-01,Canada,v735182,1.61,Bananas,1.0,kilogram,Veg_Fruits
2018-06-01,Canada,v735184,3.91,Oranges,1.0,kilogram,Veg_Fruits
2018-06-01,Canada,v735185,1.99,Apple juice,1.36,litres,Beverages
2018-06-01,Canada,v735186,4.14,Orange juice,1.0,litre,Beverages
2018-06-01,Canada,v735189,2.46,Carrots,1.0,kilogram,Veg_Fruits
2018-06-01,Canada,v735191,8.34,Mushrooms,1.0,kilogram,Veg_Fruits
2018-06-01,Canada,v735192,1.92,Onions,1.0,kilogram,Veg_Fruits
2018-06-01,Canada,v735193,7.96,Potatoes,4.54,kilograms,Veg_Fruits
2018-06-01,Canada,v735194,2.72,"French fried potatoes, frozen",1.0,kilogram,Frozen
2018-06-01,Canada,v735195,1.18,"Baked beans, canned",398.0,millilitres,Plant_based
2018-06-01,Canada,v735196,1.48,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2018-06-01,Canada,v735197,2.55,Tomato juice,1.36,litres,Beverages
2018-06-01,Canada,v735199,3.5,Ketchup,1.0,litre,Other_foods
2018-06-01,Canada,v735200,2.58,"Sugar, white",2.0,kilograms,Other_foods
2018-06-01,Canada,v735201,5.39,"Coffee, roasted",300.0,grams,Beverages
2018-06-01,Canada,v735202,7.07,"Coffee, instant",200.0,grams,Beverages
2018-06-01,Canada,v735203,4.34,Tea ,72.0,bags,Beverages
2018-06-01,Canada,v735204,3.38,Cooking or salad oil,1.0,litre,Oils
2018-06-01,Canada,v735205,1.12,"Soup, canned",284.0,millilitres,Other_foods
2018-06-01,Canada,v735207,3.06,Peanut butter,500.0,grams,Other_foods
2018-06-01,Canada,v735210,2.17,"Soft drinks, cola type",2.0,litres,Beverages
2018-06-01,Canada,v735211,2.04,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2018-07-01,Canada,v735165,17.85,Round steak,1.0,kilogram,Protein
2018-07-01,Canada,v735176,23.52,Sirloin steak,1.0,kilogram,Protein
2018-07-01,Canada,v735187,29.95,Prime rib roast,1.0,kilogram,Protein
2018-07-01,Canada,v735198,15.76,Blade roast,1.0,kilogram,Protein
2018-07-01,Canada,v735209,15.52,Stewing beef,1.0,kilogram,Protein
2018-07-01,Canada,v735220,11.71,Ground beef,1.0,kilogram,Protein
2018-07-01,Canada,v735221,12.43,Pork chops,1.0,kilogram,Protein
2018-07-01,Canada,v735223,7.31,Chicken,1.0,kilogram,Protein
2018-07-01,Canada,v735166,6.83,Bacon,500.0,grams,Protein
2018-07-01,Canada,v735167,4.25,Wieners,450.0,grams,Protein
2018-07-01,Canada,v735168,4.37,Canned salmon,213.0,grams,Protein
2018-07-01,Canada,v123342195,5.68,Homogenized milk,4.0,litres,Beverages
2018-07-01,Canada,v123342196,5.1,Partly skimmed milk,4.0,litres,Beverages
2018-07-01,Canada,v735171,4.74,Butter,454.0,grams,Dairy
2018-07-01,Canada,v735172,2.58,Processed cheese slices,250.0,grams,Dairy
2018-07-01,Canada,v735173,1.97,Evaporated milk,385.0,millilitres,Beverages
2018-07-01,Canada,v735174,3.08,Eggs,1.0,dozen,Protein
2018-07-01,Canada,v735175,2.78,Bread,675.0,grams,Grains
2018-07-01,Canada,v735177,3.28,Soda crackers,450.0,grams,Grains
2018-07-01,Canada,v735178,1.42,Macaroni,500.0,grams,Grains
2018-07-01,Canada,v735179,4.52,Flour,2.5,kilograms,Grains
2018-07-01,Canada,v735180,5.26,Corn flakes,675.0,grams,Grains
2018-07-01,Canada,v735181,4.75,Apples,1.0,kilogram,Veg_Fruits
2018-07-01,Canada,v735182,1.6,Bananas,1.0,kilogram,Veg_Fruits
2018-07-01,Canada,v735184,3.86,Oranges,1.0,kilogram,Veg_Fruits
2018-07-01,Canada,v735185,2.08,Apple juice,1.36,litres,Beverages
2018-07-01,Canada,v735186,4.12,Orange juice,1.0,litre,Beverages
2018-07-01,Canada,v735189,2.57,Carrots,1.0,kilogram,Veg_Fruits
2018-07-01,Canada,v735191,8.69,Mushrooms,1.0,kilogram,Veg_Fruits
2018-07-01,Canada,v735192,2.05,Onions,1.0,kilogram,Veg_Fruits
2018-07-01,Canada,v735193,8.21,Potatoes,4.54,kilograms,Veg_Fruits
2018-07-01,Canada,v735194,2.67,"French fried potatoes, frozen",1.0,kilogram,Frozen
2018-07-01,Canada,v735195,1.25,"Baked beans, canned",398.0,millilitres,Plant_based
2018-07-01,Canada,v735196,1.46,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2018-07-01,Canada,v735197,2.57,Tomato juice,1.36,litres,Beverages
2018-07-01,Canada,v735199,3.58,Ketchup,1.0,litre,Other_foods
2018-07-01,Canada,v735200,2.67,"Sugar, white",2.0,kilograms,Other_foods
2018-07-01,Canada,v735201,5.35,"Coffee, roasted",300.0,grams,Beverages
2018-07-01,Canada,v735202,6.98,"Coffee, instant",200.0,grams,Beverages
2018-07-01,Canada,v735203,4.33,Tea ,72.0,bags,Beverages
2018-07-01,Canada,v735204,3.42,Cooking or salad oil,1.0,litre,Oils
2018-07-01,Canada,v735205,1.14,"Soup, canned",284.0,millilitres,Other_foods
2018-07-01,Canada,v735207,3.04,Peanut butter,500.0,grams,Other_foods
2018-07-01,Canada,v735210,2.17,"Soft drinks, cola type",2.0,litres,Beverages
2018-07-01,Canada,v735211,1.99,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2018-08-01,Canada,v735165,17.58,Round steak,1.0,kilogram,Protein
2018-08-01,Canada,v735176,22.29,Sirloin steak,1.0,kilogram,Protein
2018-08-01,Canada,v735187,29.94,Prime rib roast,1.0,kilogram,Protein
2018-08-01,Canada,v735198,16.16,Blade roast,1.0,kilogram,Protein
2018-08-01,Canada,v735209,15.93,Stewing beef,1.0,kilogram,Protein
2018-08-01,Canada,v735220,12.18,Ground beef,1.0,kilogram,Protein
2018-08-01,Canada,v735221,12.21,Pork chops,1.0,kilogram,Protein
2018-08-01,Canada,v735223,7.31,Chicken,1.0,kilogram,Protein
2018-08-01,Canada,v735166,7.26,Bacon,500.0,grams,Protein
2018-08-01,Canada,v735167,4.14,Wieners,450.0,grams,Protein
2018-08-01,Canada,v735168,4.19,Canned salmon,213.0,grams,Protein
2018-08-01,Canada,v123342195,5.65,Homogenized milk,4.0,litres,Beverages
2018-08-01,Canada,v123342196,5.08,Partly skimmed milk,4.0,litres,Beverages
2018-08-01,Canada,v735171,4.69,Butter,454.0,grams,Dairy
2018-08-01,Canada,v735172,2.62,Processed cheese slices,250.0,grams,Dairy
2018-08-01,Canada,v735173,1.96,Evaporated milk,385.0,millilitres,Beverages
2018-08-01,Canada,v735174,3.15,Eggs,1.0,dozen,Protein
2018-08-01,Canada,v735175,2.76,Bread,675.0,grams,Grains
2018-08-01,Canada,v735177,3.28,Soda crackers,450.0,grams,Grains
2018-08-01,Canada,v735178,1.41,Macaroni,500.0,grams,Grains
2018-08-01,Canada,v735179,4.61,Flour,2.5,kilograms,Grains
2018-08-01,Canada,v735180,5.5,Corn flakes,675.0,grams,Grains
2018-08-01,Canada,v735181,4.52,Apples,1.0,kilogram,Veg_Fruits
2018-08-01,Canada,v735182,1.56,Bananas,1.0,kilogram,Veg_Fruits
2018-08-01,Canada,v735184,3.93,Oranges,1.0,kilogram,Veg_Fruits
2018-08-01,Canada,v735185,2.04,Apple juice,1.36,litres,Beverages
2018-08-01,Canada,v735186,4.26,Orange juice,1.0,litre,Beverages
