,date,location,product,vectorid,price
12919,2013-10-01,Canada,"Partly skimmed milk, 1 litre",v735170,2.28
12920,2013-10-01,Canada,"Butter, 454 grams",v735171,4.45
12921,2013-10-01,Canada,"Processed cheese slices, 250 grams",v735172,2.79
12922,2013-10-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.82
12923,2013-10-01,Canada,"Eggs, 1 dozen",v735174,3.24
12924,2013-10-01,Canada,"Bread, 675 grams",v735175,2.84
12925,2013-10-01,Canada,"Soda crackers, 450 grams",v735177,2.63
12926,2013-10-01,Canada,"Macaroni, 500 grams",v735178,1.38
12927,2013-10-01,Canada,"Flour, 2.5 kilograms",v735179,4.97
12928,2013-10-01,Canada,"Corn flakes, 675 grams",v735180,5.15
12929,2013-10-01,Canada,"Apples, 1 kilogram",v735181,3.92
12930,2013-10-01,Canada,"Bananas, 1 kilogram",v735182,1.67
12931,2013-10-01,Canada,"Grapefruits, 1 kilogram",v735183,3.05
12932,2013-10-01,Canada,"Oranges, 1 kilogram",v735184,3.13
12933,2013-10-01,Canada,"Apple juice, 1.36 litres",v735185,2.13
12934,2013-10-01,Canada,"Orange juice, 1 litre",v735186,4.01
12935,2013-10-01,Canada,"Carrots, 1 kilogram",v735189,1.64
12936,2013-10-01,Canada,"Celery, 1 kilogram",v735190,1.89
12937,2013-10-01,Canada,"Mushrooms, 1 kilogram",v735191,7.97
12938,2013-10-01,Canada,"Onions, 1 kilogram",v735192,1.8
12939,2013-10-01,Canada,"Potatoes, 4.54 kilograms",v735193,5.64
12940,2013-10-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,2.46
12941,2013-10-01,Canada,"Baked beans, canned, 398 millilitres",v735195,1.23
12942,2013-10-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.47
12943,2013-10-01,Canada,"Tomato juice, 1.36 litres",v735197,2.28
12944,2013-10-01,Canada,"Ketchup, 1 litre",v735199,3.29
12945,2013-10-01,Canada,"Sugar, white, 2 kilograms",v735200,2.95
12946,2013-10-01,Canada,"Coffee, roasted, 300 grams",v735201,5.87
12947,2013-10-01,Canada,"Coffee, instant, 200 grams",v735202,6.62
12948,2013-10-01,Canada,Tea (72 bags),v735203,4.41
12949,2013-10-01,Canada,"Cooking or salad oil, 1 litre",v735204,4.02
12950,2013-10-01,Canada,"Soup, canned, 284 millilitres",v735205,1.01
12952,2013-10-01,Canada,"Peanut butter, 500 grams",v735207,3.57
12953,2013-10-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.53
12954,2013-10-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.94
12955,2013-10-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.88
12964,2013-11-01,Canada,"Round steak, 1 kilogram",v735165,14.77
12965,2013-11-01,Canada,"Sirloin steak, 1 kilogram",v735176,18.34
12966,2013-11-01,Canada,"Prime rib roast, 1 kilogram",v735187,23.76
12967,2013-11-01,Canada,"Blade roast, 1 kilogram",v735198,11.99
12968,2013-11-01,Canada,"Stewing beef, 1 kilogram",v735209,11.29
12969,2013-11-01,Canada,"Ground beef, 1 kilogram",v735220,9.46
12970,2013-11-01,Canada,"Pork chops, 1 kilogram",v735221,11.08
12971,2013-11-01,Canada,"Chicken, 1 kilogram",v735223,6.99
12972,2013-11-01,Canada,"Bacon, 500 grams",v735166,5.38
12973,2013-11-01,Canada,"Wieners, 450 grams",v735167,3.62
12974,2013-11-01,Canada,"Canned salmon, 213 grams",v735168,4.38
12975,2013-11-01,Canada,"Homogenized milk, 1 litre",v735169,2.44
12976,2013-11-01,Canada,"Partly skimmed milk, 1 litre",v735170,2.27
12977,2013-11-01,Canada,"Butter, 454 grams",v735171,4.43
12978,2013-11-01,Canada,"Processed cheese slices, 250 grams",v735172,2.82
12979,2013-11-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.8
12980,2013-11-01,Canada,"Eggs, 1 dozen",v735174,3.3
12981,2013-11-01,Canada,"Bread, 675 grams",v735175,2.9
12982,2013-11-01,Canada,"Soda crackers, 450 grams",v735177,2.65
12983,2013-11-01,Canada,"Macaroni, 500 grams",v735178,1.34
12984,2013-11-01,Canada,"Flour, 2.5 kilograms",v735179,5.07
12985,2013-11-01,Canada,"Corn flakes, 675 grams",v735180,4.98
12986,2013-11-01,Canada,"Apples, 1 kilogram",v735181,3.82
12987,2013-11-01,Canada,"Bananas, 1 kilogram",v735182,1.63
12988,2013-11-01,Canada,"Grapefruits, 1 kilogram",v735183,3.0
12989,2013-11-01,Canada,"Oranges, 1 kilogram",v735184,3.15
12990,2013-11-01,Canada,"Apple juice, 1.36 litres",v735185,2.03
12991,2013-11-01,Canada,"Orange juice, 1 litre",v735186,4.09
12992,2013-11-01,Canada,"Carrots, 1 kilogram",v735189,1.67
12993,2013-11-01,Canada,"Celery, 1 kilogram",v735190,2.25
12994,2013-11-01,Canada,"Mushrooms, 1 kilogram",v735191,7.84
12995,2013-11-01,Canada,"Onions, 1 kilogram",v735192,1.78
12996,2013-11-01,Canada,"Potatoes, 4.54 kilograms",v735193,5.59
12997,2013-11-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,2.39
12998,2013-11-01,Canada,"Baked beans, canned, 398 millilitres",v735195,1.2
12999,2013-11-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.46
13000,2013-11-01,Canada,"Tomato juice, 1.36 litres",v735197,2.39
13001,2013-11-01,Canada,"Ketchup, 1 litre",v735199,3.4
13002,2013-11-01,Canada,"Sugar, white, 2 kilograms",v735200,3.02
13003,2013-11-01,Canada,"Coffee, roasted, 300 grams",v735201,5.79
13004,2013-11-01,Canada,"Coffee, instant, 200 grams",v735202,6.44
13005,2013-11-01,Canada,Tea (72 bags),v735203,4.44
13006,2013-11-01,Canada,"Cooking or salad oil, 1 litre",v735204,4.12
13007,2013-11-01,Canada,"Soup, canned, 284 millilitres",v735205,1.0
13009,2013-11-01,Canada,"Peanut butter, 500 grams",v735207,3.52
13010,2013-11-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.53
13011,2013-11-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.89
13012,2013-11-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.84
13021,2013-12-01,Canada,"Round steak, 1 kilogram",v735165,14.57
13022,2013-12-01,Canada,"Sirloin steak, 1 kilogram",v735176,18.21
13023,2013-12-01,Canada,"Prime rib roast, 1 kilogram",v735187,23.8
13024,2013-12-01,Canada,"Blade roast, 1 kilogram",v735198,11.98
13025,2013-12-01,Canada,"Stewing beef, 1 kilogram",v735209,11.4
13026,2013-12-01,Canada,"Ground beef, 1 kilogram",v735220,9.57
13027,2013-12-01,Canada,"Pork chops, 1 kilogram",v735221,11.04
13028,2013-12-01,Canada,"Chicken, 1 kilogram",v735223,7.0
13029,2013-12-01,Canada,"Bacon, 500 grams",v735166,5.35
13030,2013-12-01,Canada,"Wieners, 450 grams",v735167,3.63
13031,2013-12-01,Canada,"Canned salmon, 213 grams",v735168,4.44
13032,2013-12-01,Canada,"Homogenized milk, 1 litre",v735169,2.43
13033,2013-12-01,Canada,"Partly skimmed milk, 1 litre",v735170,2.28
13034,2013-12-01,Canada,"Butter, 454 grams",v735171,4.41
13035,2013-12-01,Canada,"Processed cheese slices, 250 grams",v735172,2.82
13036,2013-12-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.83
13037,2013-12-01,Canada,"Eggs, 1 dozen",v735174,3.25
13038,2013-12-01,Canada,"Bread, 675 grams",v735175,2.85
13039,2013-12-01,Canada,"Soda crackers, 450 grams",v735177,2.66
13040,2013-12-01,Canada,"Macaroni, 500 grams",v735178,1.34
13041,2013-12-01,Canada,"Flour, 2.5 kilograms",v735179,4.84
13042,2013-12-01,Canada,"Corn flakes, 675 grams",v735180,5.03
13043,2013-12-01,Canada,"Apples, 1 kilogram",v735181,3.83
13044,2013-12-01,Canada,"Bananas, 1 kilogram",v735182,1.63
13045,2013-12-01,Canada,"Grapefruits, 1 kilogram",v735183,2.78
13046,2013-12-01,Canada,"Oranges, 1 kilogram",v735184,3.12
13047,2013-12-01,Canada,"Apple juice, 1.36 litres",v735185,2.1
13048,2013-12-01,Canada,"Orange juice, 1 litre",v735186,4.04
13049,2013-12-01,Canada,"Carrots, 1 kilogram",v735189,1.65
13050,2013-12-01,Canada,"Celery, 1 kilogram",v735190,2.41
13051,2013-12-01,Canada,"Mushrooms, 1 kilogram",v735191,7.92
13052,2013-12-01,Canada,"Onions, 1 kilogram",v735192,1.79
13053,2013-12-01,Canada,"Potatoes, 4.54 kilograms",v735193,5.42
13054,2013-12-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,2.47
13055,2013-12-01,Canada,"Baked beans, canned, 398 millilitres",v735195,1.24
13056,2013-12-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.47
13057,2013-12-01,Canada,"Tomato juice, 1.36 litres",v735197,2.37
13058,2013-12-01,Canada,"Ketchup, 1 litre",v735199,3.39
13059,2013-12-01,Canada,"Sugar, white, 2 kilograms",v735200,2.9
13060,2013-12-01,Canada,"Coffee, roasted, 300 grams",v735201,5.75
13061,2013-12-01,Canada,"Coffee, instant, 200 grams",v735202,6.06
13062,2013-12-01,Canada,Tea (72 bags),v735203,4.37
13063,2013-12-01,Canada,"Cooking or salad oil, 1 litre",v735204,4.12
13064,2013-12-01,Canada,"Soup, canned, 284 millilitres",v735205,1.0
13066,2013-12-01,Canada,"Peanut butter, 500 grams",v735207,3.57
13067,2013-12-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.51
13068,2013-12-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.87
13069,2013-12-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.79
13078,2014-01-01,Canada,"Round steak, 1 kilogram",v735165,14.59
13079,2014-01-01,Canada,"Sirloin steak, 1 kilogram",v735176,18.28
13080,2014-01-01,Canada,"Prime rib roast, 1 kilogram",v735187,23.61
13081,2014-01-01,Canada,"Blade roast, 1 kilogram",v735198,11.97
13082,2014-01-01,Canada,"Stewing beef, 1 kilogram",v735209,11.35
13083,2014-01-01,Canada,"Ground beef, 1 kilogram",v735220,9.77
13084,2014-01-01,Canada,"Pork chops, 1 kilogram",v735221,11.1
13085,2014-01-01,Canada,"Chicken, 1 kilogram",v735223,7.01
13086,2014-01-01,Canada,"Bacon, 500 grams",v735166,5.48
13087,2014-01-01,Canada,"Wieners, 450 grams",v735167,3.6
13088,2014-01-01,Canada,"Canned salmon, 213 grams",v735168,4.5
13089,2014-01-01,Canada,"Homogenized milk, 1 litre",v735169,2.43
13090,2014-01-01,Canada,"Partly skimmed milk, 1 litre",v735170,2.29
13091,2014-01-01,Canada,"Butter, 454 grams",v735171,4.34
13092,2014-01-01,Canada,"Processed cheese slices, 250 grams",v735172,2.76
13093,2014-01-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.91
13094,2014-01-01,Canada,"Eggs, 1 dozen",v735174,3.28
13095,2014-01-01,Canada,"Bread, 675 grams",v735175,2.83
13096,2014-01-01,Canada,"Soda crackers, 450 grams",v735177,2.58
13097,2014-01-01,Canada,"Macaroni, 500 grams",v735178,1.35
13098,2014-01-01,Canada,"Flour, 2.5 kilograms",v735179,5.21
13099,2014-01-01,Canada,"Corn flakes, 675 grams",v735180,4.81
13100,2014-01-01,Canada,"Apples, 1 kilogram",v735181,3.74
13101,2014-01-01,Canada,"Bananas, 1 kilogram",v735182,1.64
13102,2014-01-01,Canada,"Grapefruits, 1 kilogram",v735183,2.51
13103,2014-01-01,Canada,"Oranges, 1 kilogram",v735184,3.0
13104,2014-01-01,Canada,"Apple juice, 1.36 litres",v735185,2.01
13105,2014-01-01,Canada,"Orange juice, 1 litre",v735186,3.79
13106,2014-01-01,Canada,"Carrots, 1 kilogram",v735189,1.61
13107,2014-01-01,Canada,"Celery, 1 kilogram",v735190,2.54
13108,2014-01-01,Canada,"Mushrooms, 1 kilogram",v735191,7.92
13109,2014-01-01,Canada,"Onions, 1 kilogram",v735192,1.71
13110,2014-01-01,Canada,"Potatoes, 4.54 kilograms",v735193,5.38
13111,2014-01-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,2.42
13112,2014-01-01,Canada,"Baked beans, canned, 398 millilitres",v735195,1.16
13113,2014-01-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.5
13114,2014-01-01,Canada,"Tomato juice, 1.36 litres",v735197,2.41
13115,2014-01-01,Canada,"Ketchup, 1 litre",v735199,3.39
13116,2014-01-01,Canada,"Sugar, white, 2 kilograms",v735200,3.0
13117,2014-01-01,Canada,"Coffee, roasted, 300 grams",v735201,5.79
13118,2014-01-01,Canada,"Coffee, instant, 200 grams",v735202,6.33
13119,2014-01-01,Canada,Tea (72 bags),v735203,4.44
13120,2014-01-01,Canada,"Cooking or salad oil, 1 litre",v735204,4.12
13121,2014-01-01,Canada,"Soup, canned, 284 millilitres",v735205,0.99
13123,2014-01-01,Canada,"Peanut butter, 500 grams",v735207,3.44
13124,2014-01-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.49
13125,2014-01-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.93
13126,2014-01-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.86
13135,2014-02-01,Canada,"Round steak, 1 kilogram",v735165,15.59
13136,2014-02-01,Canada,"Sirloin steak, 1 kilogram",v735176,19.06
13137,2014-02-01,Canada,"Prime rib roast, 1 kilogram",v735187,25.04
13138,2014-02-01,Canada,"Blade roast, 1 kilogram",v735198,12.79
13139,2014-02-01,Canada,"Stewing beef, 1 kilogram",v735209,12.48
13140,2014-02-01,Canada,"Ground beef, 1 kilogram",v735220,9.99
13141,2014-02-01,Canada,"Pork chops, 1 kilogram",v735221,11.3
13142,2014-02-01,Canada,"Chicken, 1 kilogram",v735223,7.04
13143,2014-02-01,Canada,"Bacon, 500 grams",v735166,5.44
13144,2014-02-01,Canada,"Wieners, 450 grams",v735167,3.58
13145,2014-02-01,Canada,"Canned salmon, 213 grams",v735168,4.48
13146,2014-02-01,Canada,"Homogenized milk, 1 litre",v735169,2.49
13147,2014-02-01,Canada,"Partly skimmed milk, 1 litre",v735170,2.34
13148,2014-02-01,Canada,"Butter, 454 grams",v735171,4.38
13149,2014-02-01,Canada,"Processed cheese slices, 250 grams",v735172,2.78
13150,2014-02-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.87
13151,2014-02-01,Canada,"Eggs, 1 dozen",v735174,3.29
13152,2014-02-01,Canada,"Bread, 675 grams",v735175,2.89
13153,2014-02-01,Canada,"Soda crackers, 450 grams",v735177,2.63
13154,2014-02-01,Canada,"Macaroni, 500 grams",v735178,1.34
13155,2014-02-01,Canada,"Flour, 2.5 kilograms",v735179,5.17
13156,2014-02-01,Canada,"Corn flakes, 675 grams",v735180,5.01
13157,2014-02-01,Canada,"Apples, 1 kilogram",v735181,3.85
13158,2014-02-01,Canada,"Bananas, 1 kilogram",v735182,1.66
13159,2014-02-01,Canada,"Grapefruits, 1 kilogram",v735183,2.74
13160,2014-02-01,Canada,"Oranges, 1 kilogram",v735184,3.37
13161,2014-02-01,Canada,"Apple juice, 1.36 litres",v735185,2.1
13162,2014-02-01,Canada,"Orange juice, 1 litre",v735186,3.91
13163,2014-02-01,Canada,"Carrots, 1 kilogram",v735189,1.7
13164,2014-02-01,Canada,"Celery, 1 kilogram",v735190,2.39
13165,2014-02-01,Canada,"Mushrooms, 1 kilogram",v735191,7.88
13166,2014-02-01,Canada,"Onions, 1 kilogram",v735192,1.83
13167,2014-02-01,Canada,"Potatoes, 4.54 kilograms",v735193,5.53
13168,2014-02-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,2.44
13169,2014-02-01,Canada,"Baked beans, canned, 398 millilitres",v735195,1.21
13170,2014-02-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.46
13171,2014-02-01,Canada,"Tomato juice, 1.36 litres",v735197,2.43
13172,2014-02-01,Canada,"Ketchup, 1 litre",v735199,3.44
13173,2014-02-01,Canada,"Sugar, white, 2 kilograms",v735200,2.9
13174,2014-02-01,Canada,"Coffee, roasted, 300 grams",v735201,5.65
13175,2014-02-01,Canada,"Coffee, instant, 200 grams",v735202,6.46
13176,2014-02-01,Canada,Tea (72 bags),v735203,4.37
13177,2014-02-01,Canada,"Cooking or salad oil, 1 litre",v735204,4.11
13178,2014-02-01,Canada,"Soup, canned, 284 millilitres",v735205,1.01
13180,2014-02-01,Canada,"Peanut butter, 500 grams",v735207,3.58
13181,2014-02-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.51
13182,2014-02-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.9
13183,2014-02-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.82
13192,2014-03-01,Canada,"Round steak, 1 kilogram",v735165,15.73
13193,2014-03-01,Canada,"Sirloin steak, 1 kilogram",v735176,19.54
13194,2014-03-01,Canada,"Prime rib roast, 1 kilogram",v735187,25.3
13195,2014-03-01,Canada,"Blade roast, 1 kilogram",v735198,13.59
13196,2014-03-01,Canada,"Stewing beef, 1 kilogram",v735209,12.88
13197,2014-03-01,Canada,"Ground beef, 1 kilogram",v735220,10.44
13198,2014-03-01,Canada,"Pork chops, 1 kilogram",v735221,11.24
13199,2014-03-01,Canada,"Chicken, 1 kilogram",v735223,7.01
13200,2014-03-01,Canada,"Bacon, 500 grams",v735166,5.55
13201,2014-03-01,Canada,"Wieners, 450 grams",v735167,3.6
13202,2014-03-01,Canada,"Canned salmon, 213 grams",v735168,4.44
13203,2014-03-01,Canada,"Homogenized milk, 1 litre",v735169,2.48
13204,2014-03-01,Canada,"Partly skimmed milk, 1 litre",v735170,2.33
13205,2014-03-01,Canada,"Butter, 454 grams",v735171,4.52
13206,2014-03-01,Canada,"Processed cheese slices, 250 grams",v735172,2.79
13207,2014-03-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.88
13208,2014-03-01,Canada,"Eggs, 1 dozen",v735174,3.25
13209,2014-03-01,Canada,"Bread, 675 grams",v735175,2.81
13210,2014-03-01,Canada,"Soda crackers, 450 grams",v735177,2.64
13211,2014-03-01,Canada,"Macaroni, 500 grams",v735178,1.37
13212,2014-03-01,Canada,"Flour, 2.5 kilograms",v735179,5.11
13213,2014-03-01,Canada,"Corn flakes, 675 grams",v735180,5.02
13214,2014-03-01,Canada,"Apples, 1 kilogram",v735181,3.95
13215,2014-03-01,Canada,"Bananas, 1 kilogram",v735182,1.68
13216,2014-03-01,Canada,"Grapefruits, 1 kilogram",v735183,2.69
13217,2014-03-01,Canada,"Oranges, 1 kilogram",v735184,3.46
13218,2014-03-01,Canada,"Apple juice, 1.36 litres",v735185,2.03
13219,2014-03-01,Canada,"Orange juice, 1 litre",v735186,3.69
13220,2014-03-01,Canada,"Carrots, 1 kilogram",v735189,1.85
13221,2014-03-01,Canada,"Celery, 1 kilogram",v735190,2.39
13222,2014-03-01,Canada,"Mushrooms, 1 kilogram",v735191,8.07
13223,2014-03-01,Canada,"Onions, 1 kilogram",v735192,1.93
13224,2014-03-01,Canada,"Potatoes, 4.54 kilograms",v735193,5.59
13225,2014-03-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,2.4
13226,2014-03-01,Canada,"Baked beans, canned, 398 millilitres",v735195,1.21
13227,2014-03-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.45
13228,2014-03-01,Canada,"Tomato juice, 1.36 litres",v735197,2.41
13229,2014-03-01,Canada,"Ketchup, 1 litre",v735199,3.28
13230,2014-03-01,Canada,"Sugar, white, 2 kilograms",v735200,2.96
13231,2014-03-01,Canada,"Coffee, roasted, 300 grams",v735201,5.53
13232,2014-03-01,Canada,"Coffee, instant, 200 grams",v735202,6.43
13233,2014-03-01,Canada,Tea (72 bags),v735203,4.41
13234,2014-03-01,Canada,"Cooking or salad oil, 1 litre",v735204,4.11
13235,2014-03-01,Canada,"Soup, canned, 284 millilitres",v735205,1.03
13237,2014-03-01,Canada,"Peanut butter, 500 grams",v735207,3.52
13238,2014-03-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.52
13239,2014-03-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.96
13240,2014-03-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.87
13249,2014-04-01,Canada,"Round steak, 1 kilogram",v735165,16.01
13250,2014-04-01,Canada,"Sirloin steak, 1 kilogram",v735176,20.12
13251,2014-04-01,Canada,"Prime rib roast, 1 kilogram",v735187,25.18
13252,2014-04-01,Canada,"Blade roast, 1 kilogram",v735198,13.97
13253,2014-04-01,Canada,"Stewing beef, 1 kilogram",v735209,13.22
13254,2014-04-01,Canada,"Ground beef, 1 kilogram",v735220,10.42
13255,2014-04-01,Canada,"Pork chops, 1 kilogram",v735221,12.09
13256,2014-04-01,Canada,"Chicken, 1 kilogram",v735223,7.11
13257,2014-04-01,Canada,"Bacon, 500 grams",v735166,5.69
13258,2014-04-01,Canada,"Wieners, 450 grams",v735167,3.78
13259,2014-04-01,Canada,"Canned salmon, 213 grams",v735168,4.6
13260,2014-04-01,Canada,"Homogenized milk, 1 litre",v735169,2.47
13261,2014-04-01,Canada,"Partly skimmed milk, 1 litre",v735170,2.33
13262,2014-04-01,Canada,"Butter, 454 grams",v735171,4.58
13263,2014-04-01,Canada,"Processed cheese slices, 250 grams",v735172,2.81
13264,2014-04-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.84
13265,2014-04-01,Canada,"Eggs, 1 dozen",v735174,3.3
13266,2014-04-01,Canada,"Bread, 675 grams",v735175,2.92
13267,2014-04-01,Canada,"Soda crackers, 450 grams",v735177,2.67
13268,2014-04-01,Canada,"Macaroni, 500 grams",v735178,1.37
13269,2014-04-01,Canada,"Flour, 2.5 kilograms",v735179,4.84
13270,2014-04-01,Canada,"Corn flakes, 675 grams",v735180,4.97
13271,2014-04-01,Canada,"Apples, 1 kilogram",v735181,3.96
13272,2014-04-01,Canada,"Bananas, 1 kilogram",v735182,1.69
13273,2014-04-01,Canada,"Grapefruits, 1 kilogram",v735183,2.81
13274,2014-04-01,Canada,"Oranges, 1 kilogram",v735184,3.33
13275,2014-04-01,Canada,"Apple juice, 1.36 litres",v735185,2.1
13276,2014-04-01,Canada,"Orange juice, 1 litre",v735186,3.84
13277,2014-04-01,Canada,"Carrots, 1 kilogram",v735189,1.94
13278,2014-04-01,Canada,"Celery, 1 kilogram",v735190,2.29
13279,2014-04-01,Canada,"Mushrooms, 1 kilogram",v735191,7.97
13280,2014-04-01,Canada,"Onions, 1 kilogram",v735192,2.22
13281,2014-04-01,Canada,"Potatoes, 4.54 kilograms",v735193,5.54
13282,2014-04-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,2.41
13283,2014-04-01,Canada,"Baked beans, canned, 398 millilitres",v735195,1.24
13284,2014-04-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.45
13285,2014-04-01,Canada,"Tomato juice, 1.36 litres",v735197,2.32
13286,2014-04-01,Canada,"Ketchup, 1 litre",v735199,3.27
13287,2014-04-01,Canada,"Sugar, white, 2 kilograms",v735200,2.85
13288,2014-04-01,Canada,"Coffee, roasted, 300 grams",v735201,5.54
13289,2014-04-01,Canada,"Coffee, instant, 200 grams",v735202,6.51
13290,2014-04-01,Canada,Tea (72 bags),v735203,4.35
13291,2014-04-01,Canada,"Cooking or salad oil, 1 litre",v735204,4.09
13292,2014-04-01,Canada,"Soup, canned, 284 millilitres",v735205,1.03
13294,2014-04-01,Canada,"Peanut butter, 500 grams",v735207,3.56
13295,2014-04-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.51
13296,2014-04-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.97
13297,2014-04-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.91
13306,2014-05-01,Canada,"Round steak, 1 kilogram",v735165,16.39
13307,2014-05-01,Canada,"Sirloin steak, 1 kilogram",v735176,19.62
13308,2014-05-01,Canada,"Prime rib roast, 1 kilogram",v735187,25.86
13309,2014-05-01,Canada,"Blade roast, 1 kilogram",v735198,14.28
13310,2014-05-01,Canada,"Stewing beef, 1 kilogram",v735209,13.86
13311,2014-05-01,Canada,"Ground beef, 1 kilogram",v735220,10.68
13312,2014-05-01,Canada,"Pork chops, 1 kilogram",v735221,12.62
13313,2014-05-01,Canada,"Chicken, 1 kilogram",v735223,7.15
13314,2014-05-01,Canada,"Bacon, 500 grams",v735166,6.22
13315,2014-05-01,Canada,"Wieners, 450 grams",v735167,3.76
13316,2014-05-01,Canada,"Canned salmon, 213 grams",v735168,4.58
13317,2014-05-01,Canada,"Homogenized milk, 1 litre",v735169,2.47
13318,2014-05-01,Canada,"Partly skimmed milk, 1 litre",v735170,2.33
13319,2014-05-01,Canada,"Butter, 454 grams",v735171,4.5
13320,2014-05-01,Canada,"Processed cheese slices, 250 grams",v735172,2.72
13321,2014-05-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.93
13322,2014-05-01,Canada,"Eggs, 1 dozen",v735174,3.31
13323,2014-05-01,Canada,"Bread, 675 grams",v735175,2.88
13324,2014-05-01,Canada,"Soda crackers, 450 grams",v735177,2.59
13325,2014-05-01,Canada,"Macaroni, 500 grams",v735178,1.41
13326,2014-05-01,Canada,"Flour, 2.5 kilograms",v735179,5.24
13327,2014-05-01,Canada,"Corn flakes, 675 grams",v735180,4.99
13328,2014-05-01,Canada,"Apples, 1 kilogram",v735181,3.97
13329,2014-05-01,Canada,"Bananas, 1 kilogram",v735182,1.69
13330,2014-05-01,Canada,"Grapefruits, 1 kilogram",v735183,2.91
13331,2014-05-01,Canada,"Oranges, 1 kilogram",v735184,3.49
13332,2014-05-01,Canada,"Apple juice, 1.36 litres",v735185,2.09
13333,2014-05-01,Canada,"Orange juice, 1 litre",v735186,3.88
13334,2014-05-01,Canada,"Carrots, 1 kilogram",v735189,2.0
13335,2014-05-01,Canada,"Celery, 1 kilogram",v735190,2.37
13336,2014-05-01,Canada,"Mushrooms, 1 kilogram",v735191,7.93
13337,2014-05-01,Canada,"Onions, 1 kilogram",v735192,2.28
13338,2014-05-01,Canada,"Potatoes, 4.54 kilograms",v735193,5.68
13339,2014-05-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,2.42
13340,2014-05-01,Canada,"Baked beans, canned, 398 millilitres",v735195,1.27
13341,2014-05-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.48
13342,2014-05-01,Canada,"Tomato juice, 1.36 litres",v735197,2.43
13343,2014-05-01,Canada,"Ketchup, 1 litre",v735199,3.17
13344,2014-05-01,Canada,"Sugar, white, 2 kilograms",v735200,2.9
13345,2014-05-01,Canada,"Coffee, roasted, 300 grams",v735201,5.4
13346,2014-05-01,Canada,"Coffee, instant, 200 grams",v735202,6.36
13347,2014-05-01,Canada,Tea (72 bags),v735203,4.36
13348,2014-05-01,Canada,"Cooking or salad oil, 1 litre",v735204,4.1
13349,2014-05-01,Canada,"Soup, canned, 284 millilitres",v735205,1.02
13351,2014-05-01,Canada,"Peanut butter, 500 grams",v735207,3.48
13352,2014-05-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.55
13353,2014-05-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.98
13354,2014-05-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.9
13363,2014-06-01,Canada,"Round steak, 1 kilogram",v735165,16.49
13364,2014-06-01,Canada,"Sirloin steak, 1 kilogram",v735176,19.86
13365,2014-06-01,Canada,"Prime rib roast, 1 kilogram",v735187,26.35
13366,2014-06-01,Canada,"Blade roast, 1 kilogram",v735198,14.3
